ID,NAME,OWNER,ADDRESS,SUBURB,STATE,LATITUDE,LONGITUDE
3288,Caltex Kirrawee,Caltex,487 Princes Highway,Kirrawee,New South Wales,-34.0292019999999,151.080801
3289,Caltex Woolworths Sylvania Heights,Caltex,414 Princes Highway,Sylvania,New South Wales,-34.023605,151.089537
3290,Caltex Woolworths Taren Point,Caltex,102 Taren Point Road,Taren Point,New South Wales,-34.020653,151.121895
3291,Caltex Menai,7-Eleven Pty Ltd,1 Carter Road,Menai,New South Wales,-34.0165489999999,151.012375
3292,Caltex Kurnell,Caltex,171 Captain Cook Drive,Kurnell,New South Wales,-34.0126559999999,151.209376
3293,Caltex Ingleburn,Caltex,19-21 Lagonda Drive,Ingleburn,New South Wales,-34.0099789999999,150.876456
3294,Woolworths Caltex Blakehurst,Caltex,390 Princes Highway,Blakehurst,New South Wales,-33.990215,151.113572
3295,Caltex Ingleburn,Caltex,3 Lancaster Street,Ingleburn,New South Wales,-33.989808,150.867527
3296,Caltex Macquarie Fields,Caltex,Victoria Road and Harold Street,Macquarie Fields,New South Wales,-33.985598,150.893365
3297,Caltex Woolworths Kogarah,Caltex,29 President Avenue,Kogarah,New South Wales,-33.965163,151.141145
3298,Woolworths Caltex Kadina,Caltex,1 Digby Street,Kadina,South Australia,-33.964874,137.715425
3299,Caltex Glenfield,Caltex,Lot 302 Campbelltown Road,Glenfield,New South Wales,-33.9634389999999,150.881083
3300,Caltex Penshurst,Caltex,641 King Georges Road,Penshurst,New South Wales,-33.9598349999999,151.089161
3301,Caltex Casula,Caltex,646-648 Hume Highway,Casula,New South Wales,-33.956385,150.893443
3302,Caltex Woolworths Revesby,Caltex,181 The River Road,Revesby,New South Wales,-33.9557369999999,151.017179
3303,Woolworths Caltex Prestons,Caltex,Camden Valley Way and Ash Road,Prestons,New South Wales,-33.95566,150.872436
3304,Caltex Kingsgrove,Caltex,351 Stoney Creek Road,Kingsgrove,New South Wales,-33.951317,151.09268
3305,Caltex Narwee,Caltex,118 Penshurst Road,Narwee,New South Wales,-33.9481549999999,151.070934
3306,Caltex Padstow,Caltex,105-113 Fairford Road,Padstow,New South Wales,-33.943456,151.034573
3307,Woolworths Caltex Hoxton Park,Caltex,Lot 52 Kurrajong Road,Horningsea Park,New South Wales,-33.936169,150.844183
3308,Caltex Kingsford,Caltex,603-611 Anzac Parade,Kingsford,New South Wales,-33.9343539999999,151.237114
3309,Woolworths Caltex Roselands,Caltex,218 King Georges Road,Roselands,New South Wales,-33.933034,151.073505
3310,Caltex Coogee South,Caltex,169 Malabar Road,South Coogee,New South Wales,-33.932306,151.2574
3311,Caltex Woolworths Punchbowl,Caltex,1283-1289 Canterbury Road,Punchbowl,New South Wales,-33.931452,151.059633
3312,Woolworths Caltex Moorebank,Caltex,30 Stockton Avenue,Moorebank,New South Wales,-33.9313749999999,150.948833
3313,Caltex Moorebank,Caltex,216 Newbridge Road,Moorebank,New South Wales,-33.929312,150.955155
3314,Caltex Moorebank,Caltex,385 Newbridge Road,Moorebank,New South Wales,-33.928395,150.932708
3315,Ampol Prestons,Caltex,358 Hoxton Park Road,Prestons,New South Wales,-33.9283119999999,150.881022
3316,Caltex Tempe,Caltex,779 Princes Highway,Tempe,New South Wales,-33.9253629999999,151.159655
3317,Caltex Mascot,Caltex,127 O'Riordan Street,Mascot,New South Wales,-33.9231,151.191147
3318,Caltex Woolworths Rosebery,Caltex,321-325 Gardeners Road,Rosebery,New South Wales,-33.923033,151.205961
3319,Caltex Hoxton Park,Caltex,Cowpasture Road,Middleton Grange,New South Wales,-33.9230009999999,150.848603
3320,Caltex Coogee,Caltex,146 Coogee Bay Road,Coogee,New South Wales,-33.919887,151.251754
3321,Caltex Woolworths Miller,Caltex,1 Woodward Crescent,Miller,New South Wales,-33.9187949999999,150.882749
3322,Caltex Kensington,Caltex,209A Anzac Parade,Kensington,New South Wales,-33.9146039999999,151.225125
3323,Caltex Lakemba,Caltex,81 Wangee Road,Lakemba,New South Wales,-33.911535,151.073301
3324,Woolworths Caltex Liverpool North,Caltex,57-67 Cumberland Highway,Warwick Farm,New South Wales,-33.907078,150.917862
3325,Caltex Woolworths Randwick,Caltex,2 Alison Road,Randwick,New South Wales,-33.906584,151.232107
3326,Caltex Hurlstone Park,Caltex,570 New Canterbury Road,Hurlstone Park,New South Wales,-33.9058489999999,151.134064
3327,Caltex Greenacre,Caltex,87-91 Roberts Road,Greenacre,New South Wales,-33.904687,151.064695
3328,Caltex Alexandria,Caltex,133-143 Wyndham Street,Alexandria,New South Wales,-33.902187,151.200027
3329,Woolworths Caltex Bass Hill,Caltex,864 Hume Highway,Bass Hill,New South Wales,-33.901059,150.999117
3330,Caltex Newtown,Caltex,36 Enmore Road,Newtown,New South Wales,-33.8985089999999,151.177144
3331,Gas N Go Alexandria,Independent Fuel Supplies,10 Botany Road,Alexandria,New South Wales,-33.89543,151.198783
3332,Woolworths Caltex Lansvale,Caltex,136 Liverpool Road,Lansvale,New South Wales,-33.894687,150.958183
3333,Caltex Cabramatta,Caltex,166 John Street,Cabramatta,New South Wales,-33.894224,150.927929
3334,Caltex Bondi,Caltex,51 Bondi Road,Bondi,New South Wales,-33.8936179999999,151.260002
3335,Woolworths Caltex Redfern,Caltex,475-489 Cleveland Street,Redfern,New South Wales,-33.8922469999999,151.216131
3336,Woolworths Caltex Chullora,Caltex,97-99 Hume Highway,Greenacre,New South Wales,-33.891964,151.057452
3337,Caltex Woolworths Woollahra,Caltex,118 Old South Head Road,Woollahra,New South Wales,-33.8895949999999,151.255375
3338,Caltex Woolworths Croydon,Caltex,410 Liverpool Road,Croydon,New South Wales,-33.888542,151.115879
3339,Caltex Bonnyrigg,Caltex,543-545 Elizabeth Drive,Edensor Park,New South Wales,-33.8883989999999,150.882245
3340,Caltex Villawood,Caltex,276 Miller Road,Villawood,New South Wales,-33.887671,150.992095
3341,Woolworths Caltex Bonnyrigg,Caltex,Lot 11 Bonnyrigg Avenue,Bonnyrigg,New South Wales,-33.886902,150.887188
3342,Woolworths Caltex Burwood,Caltex,287 Liverpool Road,Strathfield,New South Wales,-33.8854039999999,151.093678
3343,Caltex North Bondi,Caltex,329 Old South Head Road,North Bondi,New South Wales,-33.8846179999999,151.268566
3344,Caltex Canley Heights,Caltex,282 Canley Vale Road,Canley Heights,New South Wales,-33.8839169999999,150.924154
3345,Caltex Luddenham,Caltex,3019-3043 The Northern Road,Luddenham,New South Wales,-33.875373,150.689332
3346,Caltex Woolworths Rose Bay,Caltex,488 Old South Head Road,Rose Bay,New South Wales,-33.8749319999999,151.272383
3347,Caltex Wallacia,Caltex,2505 Silverdale Road,Wallacia,New South Wales,-33.874384,150.618683
3348,Caltex Woolworths Prairiewood,Caltex,483-487 Smithfield Road,Prairiewood,New South Wales,-33.871026,150.903112
3349,Caltex Five Dock,Caltex,47 Ramsay Road,Five Dock,New South Wales,-33.8700459999999,151.130311
3350,Caltex Kemps Creek,Caltex,1157-1161 Mamre Road,Kemps Creek,New South Wales,-33.8697299999999,150.796586
3351,Caltex Woolworths Concord,Caltex,87-89 Parramatta Road,Concord,New South Wales,-33.8678639999999,151.099387
3352,Woolworths Caltex Burwood,Caltex,87-89 Parramatta Road,Concord,New South Wales,-33.8678609999999,151.099366
3353,Caltex Old Guildford,Caltex,640 Woodville Road,Old Guildford,New South Wales,-33.866752,150.987875
3354,Caltex Woolworths Rozelle,Caltex,121 Victoria Road,Rozelle,New South Wales,-33.862511,151.168522
3355,Caltex Homebush,Caltex,334-336 Parramatta Road,Homebush,New South Wales,-33.858144,151.068082
3356,Caltex Drummoyne,Caltex,191-193 Lyons Road,Drummoyne,New South Wales,-33.857003,151.146021
3357,Caltex Wetherill Park,Caltex,32 Mcllwraith Street,Wetherill Park,New South Wales,-33.8521069999999,150.890565
3358,Caltex Clare,Caltex,23 Main North Road,Clare,South Australia,-33.8520609999999,138.62025
3359,Caltex Merrylands,Caltex,225-231 Woodville Road,Merrylands,New South Wales,-33.845478,150.998358
3360,Caltex Concord West,Caltex,373 Concord Road,Concord West,New South Wales,-33.841107,151.088874
3361,Caltex Woolworths Merrylands,Caltex,148 Woodville Road,Merrylands,New South Wales,-33.838178,150.999725
3362,Woolworths Caltex Cowra,Caltex,1 Railway Lane,Cowra,New South Wales,-33.8362349999999,148.69268
3363,Ampol Clare,Ampol,188 Main North Road,Clare,South Australia,-33.8357359999999,138.613818
3364,Caltex Woolworths Gladesville,Caltex,114-116 Victoria Road,Gladesville,New South Wales,-33.835618,151.127771
3365,Woolworths Caltex Newington,Caltex,1 Holker Street,Newington,New South Wales,-33.833795,151.055664
3366,Caltex Granville,Caltex,146 Parramatta Road,Granville,New South Wales,-33.830406,151.010921
3367,Caltex Woolworths Neutral Bay,Caltex,16-38 Military Road,Neutral Bay,New South Wales,-33.8290729999999,151.216421
3368,Caltex Woolworths Crows Nest,Caltex,119 Falcon Street,Crows Nest,New South Wales,-33.8286909999999,151.206025
3369,Caltex Gladesville,Caltex,287-289 Victoria Road,Gladesville,New South Wales,-33.8285279999999,151.126876
3370,Caltex Longueville,Caltex,5-7 Northwood Road,Longueville,New South Wales,-33.824288,151.172478
3371,Caltex Woolworths South Wentworthville,Caltex,313 Great Western Highway,South Wentworthville,New South Wales,-33.816435,150.971884
3372,Caltex Woolworths Lane Cove,Caltex,235 Burns Bay Road,Lane Cove West,New South Wales,-33.8163499999999,151.151412
3373,Caltex Rydalmere,Caltex,305-309 Victoria Road,Rydalmere,New South Wales,-33.811956,151.037115
3374,Caltex Pendle Hill,Caltex,602-606 Great Western Highway,Girraween,New South Wales,-33.808285,150.942155
3375,Caltex Woolworths Chatswood,Caltex,572 Pacific Highway,Chatswood,New South Wales,-33.8038119999999,151.178967
3376,Caltex Eastern Creek,Caltex,M4 Western Motorway West Bound,Eastern Creek,New South Wales,-33.802433,150.882701
3377,Caltex Eastern Creek,Caltex,M4 Western Motorway East Bound,Eastern Creek,New South Wales,-33.80155,150.886142
3378,Caltex Ryde,Caltex,110 Lane Cove Road,Ryde,New South Wales,-33.801463,151.113762
3379,Woolworths Caltex Prospect,Caltex,362-374 Flushcombe Road,Prospect,New South Wales,-33.7963589999999,150.90464
3380,Caltex Manly,Caltex,92 Pittwater Road,Manly,New South Wales,-33.793089,151.285906
3381,Caltex Woolworths North Ryde,Caltex,41-43 Epping Road,Macquarie Park,New South Wales,-33.791393,151.131226
3382,Woolworths Caltex Glenmore Park,Caltex,Lot 9105 Glenmore Parkway,Glenmore Park,New South Wales,-33.7887469999999,150.667821
3383,Caltex Woolworths Northmead,Caltex,98-100 Windsor Road,Northmead,New South Wales,-33.7878709999999,150.994586
3384,Caltex Woolworths Carlingford,Caltex,129-131 Pennant Hills Road,Carlingford,New South Wales,-33.787612,151.027945
3385,Woolworths Caltex Chatswood East,Caltex,362-366 Eastern Valley Way,Chatswood,New South Wales,-33.7866739999999,151.201065
3386,Caltex Manly Vale,Caltex,236-238 Condamine Street,Manly Vale,New South Wales,-33.785084,151.267434
3387,Woolworths Caltex Marsfield,Caltex,155 Balaclava Road,Marsfield,New South Wales,-33.778405,151.107384
3388,Caltex Roseville,Caltex,20-22 Babbage Road,Roseville,New South Wales,-33.778026,151.19458
3389,Woolworths Caltex Seven Hills,Caltex,1 Federal Road,Seven Hills,New South Wales,-33.776258,150.933268
3390,Caltex Carlingford,Caltex,797 Pennant Hills Road,Carlingford,New South Wales,-33.7757379999999,151.051652
3391,Caltex Seven Hills,Caltex,105-107 Station Road,Seven Hills,New South Wales,-33.774352,150.944786
3392,Woolworths Caltex Seven Hills,Caltex,155 Prospect Highway,Seven Hills,New South Wales,-33.7692969999999,150.94249
3393,Woolworths Caltex Mount Druitt,Caltex,49 North Parade,Mount Druitt,New South Wales,-33.7686909999999,150.818683
3394,Caltex Blacktown,Caltex,143-145 Kildare Road,Blacktown,New South Wales,-33.768383,150.891514
3395,Woolworths Caltex Werrington,Caltex,574 Great Western Highway,Claremont Meadows,New South Wales,-33.7683469999999,150.756648
3396,Caltex Woolworths Seven Hills,Caltex,38A Abbott Road,Seven Hills,New South Wales,-33.766916,150.954857
3397,Caltex Glenbrook,Caltex,78 Great Western Highway,Glenbrook,New South Wales,-33.76543,150.621538
3398,Woolworths Caltex Blacktown,Caltex,37-39 Third Avenue,Blacktown,New South Wales,-33.764699,150.90878
3399,Woolworths Caltex Brookvale,Caltex,754-756 Pittwater Road,Brookvale,New South Wales,-33.7616619999999,151.276245
3400,Caltex Brookvale,Caltex,740 Pittwater Road,Brookvale,New South Wales,-33.7614619999999,151.274494
3401,Caltex Woolworths Baulkham Hills,Caltex,119-121 Seven Hills Road,Baulkham Hills,New South Wales,-33.761408,150.975146
3402,Woolworths Caltex St Marys,Caltex,120-128 Forrester Road,St Marys,New South Wales,-33.7552489999999,150.775297
3403,Woolworths Caltex Kingswood,Caltex,66 Parker Street,Kingswood,New South Wales,-33.75499,150.713024
3404,Caltex Woolworths Beacon Hill,Caltex,176 Warringah Road,Beacon Hill,New South Wales,-33.753817,151.26027
3405,Woolworths Caltex Emu Plains,Caltex,285 Great Western Highway,Emu Plains,New South Wales,-33.7537149999999,150.653028
3406,Caltex St Marys,Caltex,38 Power Street,St Marys,New South Wales,-33.75334,150.775544
3407,Woolworths Caltex Penrith,Caltex,588 High Street,Penrith,New South Wales,-33.752564,150.691186
3408,Caltex Werrington,Caltex,49 Dunheved Road,Werrington County,New South Wales,-33.74578,150.741
3409,Caltex Woolworths Dee Why,Caltex,793-801 Pittwater Road,Dee Why,New South Wales,-33.7456749999999,151.292092
3410,Woolworths Caltex Marayong,Caltex,370 Vardys Road,Kings Park,New South Wales,-33.74526,150.904193
3411,Woolworths Caltex Plumpton,Caltex,266 Jersey Road,Plumpton,New South Wales,-33.744765,150.836881
3412,Woolworths Caltex Emu Heights,Caltex,132 Old Bathurst Road,Emu Plains,New South Wales,-33.7429809999999,150.655955
3413,Caltex Cambridge Park,Caltex,Lot 6 Star Court,Cambridge Gardens,New South Wales,-33.740695,150.717165
3414,Woolworths Caltex Belrose,Caltex,60 Glen Street,Belrose,New South Wales,-33.7400919999999,151.20912
3415,Caltex Woolworths Belrose,Caltex,157 Forest Way,Belrose,New South Wales,-33.734766,151.221179
3416,Caltex Penrith,Caltex,12 Lugard Street,Penrith,New South Wales,-33.734273,150.693339
3417,Woolworths Caltex Turramurra,Caltex,1233-1243 Pacific Highway,Turramurra,New South Wales,-33.733189,151.13132
3418,Caltex Quakers Hill,Caltex,450 Quakers Hill Parkway,Quakers Hill,New South Wales,-33.730086,150.902418
3419,Caltex Woolworths Thornleigh,Caltex,192 Pennant Hills Road,Thornleigh,New South Wales,-33.7266079999999,151.083641
3420,Caltex Woolworths Parklea,Caltex,1190 Old Windsor Road,Glenwood,New South Wales,-33.724308,150.938796
3421,Caltex Woolworths Cherrybrook,Caltex,67 Shepherds Drive,Cherrybrook,New South Wales,-33.7206449999999,151.045125
3422,Caltex St Ives North,Caltex,363 Mona Vale Road,St Ives,New South Wales,-33.716877,151.173659
3423,Caltex Woolworths Kellyville,Caltex,3-5 Windsor Road,Kellyville,New South Wales,-33.714367,150.960198
3424,Caltex St Ives,Caltex,164 Warrimoo Avenue,St Ives Chase,New South Wales,-33.710951,151.159891
3425,Caltex Woolworths Waitara,Caltex,59 Pacific Highway,Waitara,New South Wales,-33.710659,151.102449
3426,Woolworths Caltex North Narrabeen,Caltex,1412-1414 Pittwater Road,North Narrabeen,New South Wales,-33.700906,151.299804
3427,Woolworths Caltex Kellyville,Caltex,662 Windsor Road,Kellyville Ridge,New South Wales,-33.699538,150.927944
3428,Caltex Marsden Park,Caltex,365-367 Garfield Road West,Marsden Park,New South Wales,-33.697378,150.833445
3429,Woolworths Caltex Round Corner Dural,Caltex,532 Old Northern Road,Dural,New South Wales,-33.693484,151.020271
3430,Caltex Woolworths Dural,Caltex,917-923 Old Northern Road,Dural,New South Wales,-33.682981,151.028444
3431,Caltex Winmalee,Caltex,281 Hawkesbury Road,Winmalee,New South Wales,-33.6823229999999,150.599535
3432,Caltex Hornsby Heights,Caltex,108A Galston Road,Hornsby Heights,New South Wales,-33.676687,151.098314
3433,Caltex Riverstone,Caltex,125 Garfield Road East,Riverstone,New South Wales,-33.6763119999999,150.86681
3434,Caltex Mount Colah,Caltex,2 Parklands Road,Mount Colah,New South Wales,-33.670419,151.115296
3435,Caltex Castlereagh,Caltex,1141 Castlereagh Road,Castlereagh,New South Wales,-33.669316,150.677321
3436,Woolworths Caltex Berkshire Park,United,770 Richmond Road,Berkshire Park,New South Wales,-33.666568,150.801092
3437,Caltex Kenthurst,Caltex,2 Nelson Street,Kenthurst,New South Wales,-33.66084,151.005398
3438,Woolworths Caltex Vineyard,Caltex,200 Windsor Road,Riverstone,New South Wales,-33.6560529999999,150.872514
3439,Woolworths Caltex Newport,Caltex,340-348 Barrenjoey Road,Newport,New South Wales,-33.6555959999999,151.320268
3440,Caltex Londonderry,Caltex,519-521 Carrington Road,Londonderry,New South Wales,-33.645345,150.73637
3441,Caltex Berowra,Caltex,12-14 Berowra Waters Road,Berowra,New South Wales,-33.6232479999999,151.150578
3442,Port Broughton Roadhouse,Independent Fuel Supplies,6 Bay Street,Port Broughton,South Australia,-33.600692786,137.933080167
3443,Woolworths Caltex Richmond,Caltex,34-42 East Market Street,Richmond,New South Wales,-33.6005549999999,150.751326
3444,Caltex Richmond,Caltex,98-100 March Street,Richmond,New South Wales,-33.599371,150.751476
3445,Caltex North Richmond,Caltex,50 Bells Line Of Road,North Richmond,New South Wales,-33.579968,150.720191
3446,Caltex Wilberforce,Caltex,535 Wilberforce Road,Wilberforce,New South Wales,-33.5631129999999,150.838179
3447,Caltex Canowindra,Independent Fuel Supplies,41 Belmore Street,Canowindra,New South Wales,-33.5620939999999,148.665801
3448,Redhill,Caltex,286 Ellis Street,Redhill,South Australia,-33.538037,138.216296
3449,Woolworths Caltex Umina,Caltex,440 Ocean Beach Road,Umina Beach,New South Wales,-33.52095,151.317087
3450,Caltex Woy Woy,Caltex,64-68 Memorial Avenue,Blackwall,New South Wales,-33.507058,151.331657
3451,Ampol Spalding Roadhouse,Ampol,1 Main Street,Spalding,South Australia,-33.500845,138.606268
3452,Woolworths Caltex Bathurst,Caltex,70-74 Bentinck Street,Bathurst,New South Wales,-33.4203939999999,149.581671
3453,Caltex Kelso,Caltex,19 Sydney Road,Kelso,New South Wales,-33.4190399999999,149.602391
3454,Caltex Bathurst,Caltex,53 Durham Street,Bathurst,New South Wales,-33.416917,149.584841
3455,Ampol Forbes,Independent Fuel Supplies,11-13 Rankin Street,Forbes,New South Wales,-33.3823229999999,148.010841
3456,Caltex Forbes,Caltex,Lot 692 Wyndham Avenue,Forbes,New South Wales,-33.363335,148.02242
3457,Caltex Gladstone,Caltex,Main North Road and Gladstone Pirie Road,Gladstone,South Australia,-33.2644779999999,138.346117
3458,Caltex Jamestown,Caltex,6 Vohr Street,Jamestown,South Australia,-33.2031069999999,138.603339
